ACCESSION: FFF00055
RECORD_TITLE: 1,4-Androstadiene-3,17-dione; LC-APPI-QQ; MS2; CE:10 V; [M+H]+
DATE: 2016.01.19 (Created 2011.03.01)
AUTHORS: Atsushi Yamamoto
LICENSE: CC BY-SA
COPYRIGHT: PFOS.jp
COMMENT: Disclaimer: While authors make an effort to ensure that the content of this record is accurate, the authors make no representations or warranties in relation to the accuracy or completeness of the record. This record do not reflect any viewpoints of the affiliation and organization to which the authors belong.
CH$NAME: 1,4-Androstadiene-3,17-dione
CH$COMPOUND_CLASS: Natural Product; Anabolic Steroid
CH$FORMULA: C19H24O2
CH$EXACT_MASS: 284.17763
CH$SMILES: O=C(C=4)C=C(C3)C(C)(C4)C([H])(C2)C([H])(C3)C([H])(C1)C(C)(C2)C(=O)C1
CH$IUPAC: InChI=1S/C19H24O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h7,9,11,14-16H,3-6,8,10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1
CH$LINK: CAS 897-06-3
CH$LINK: INCHIKEY LUJVUUWNAPIQQI-QAGGRKNESA-N
CH$LINK: COMPTOX DTXSID00862463
AC$INSTRUMENT: API2000
AC$INSTRUMENT_TYPE: LC-APPI-QQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: RETENTION_TIME 0.820867 min
MS$FOCUSED_ION: BASE_PEAK 285.200012
MS$FOCUSED_ION: PRECURSOR_M/Z 285.500000
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$SPLASH: splash10-000i-0090000000-59ad5b9288fa52be718c
PK$NUM_PEAK: 215
PK$PEAK: m/z int. rel.int.
  71.000000 1850.500000 1
  78.900002 1850.500000 1
  79.149998 3701.000000 1
  80.700000 9252.500000 1
  81.099998 3701.000000 1
  81.500000 1850.500000 1
  83.099998 1850.500000 1
  85.000000 7402.000000 1
  85.199997 5551.500000 1
  85.500000 1850.500000 1
  91.000000 5551.500000 1
  91.500000 1850.500000 1
  93.074999 7402.000000 1
  93.500000 1850.500000 1
  94.740001 9252.500000 1
  95.133331 11103.000000 1
  95.599998 1850.500000 1
  96.900002 1850.500000 1
  97.199997 1850.500000 1
  99.000000 1850.500000 1
  99.199997 3701.000000 1
  105.000000 3701.000000 1
  105.199997 1850.500000 1
  105.649998 3701.000000 1
  106.992392 170246.000000 2
  108.199997 3701.000000 1
  108.400002 1850.500000 1
  109.135294 31458.500000 1
  110.833333 11103.000000 1
  111.340001 9252.500000 1
  111.699997 1850.500000 1
  114.099998 1850.500000 1
  115.400002 1850.500000 1
  119.000000 25907.000000 1
  119.900002 9252.500000 1
  120.099998 12953.500000 1
  121.073373 1250938.000000 16
  121.800003 3701.000000 1
  122.099998 1850.500000 1
  122.800003 1850.500000 1
  123.000000 1850.500000 1
  123.500000 3701.000000 1
  124.975000 7402.000000 1
  125.199997 1850.500000 1
  125.400002 3701.000000 1
  125.599998 1850.500000 1
  127.850002 3701.000000 1
  129.100006 1850.500000 1
  130.100006 1850.500000 1
  130.699997 1850.500000 1
  131.100006 1850.500000 1
  131.600006 1850.500000 1
  132.199997 3701.000000 1
  132.399994 1850.500000 1
  133.006818 81422.000000 1
  133.800003 3701.000000 1
  134.982277 146189.500000 2
  136.399994 3701.000000 1
  136.699997 3701.000000 1
  137.300003 3701.000000 1
  138.800003 1850.500000 1
  139.000000 1850.500000 1
  139.300003 1850.500000 1
  143.199997 1850.500000 1
  144.250000 3701.000000 1
  144.500000 1850.500000 1
  144.699997 16654.500000 1
  144.899994 25907.000000 1
  147.117812 5090725.500000 63
  148.199997 3701.000000 1
  148.500000 3701.000000 1
  149.100006 7402.000000 1
  149.424995 7402.000000 1
  150.199997 12953.500000 1
  151.133838 732798.000000 9
  151.800003 5551.500000 1
  152.000000 1850.500000 1
  154.699997 1850.500000 1
  154.899994 1850.500000 1
  155.199997 1850.500000 1
  156.250000 3701.000000 1
  156.750000 3701.000000 1
  157.100006 1850.500000 1
  157.300003 3701.000000 1
  158.050003 7402.000000 1
  159.045349 318286.000000 4
  159.899994 1850.500000 1
  160.199997 3701.000000 1
  160.500000 5551.500000 1
  160.800003 9252.500000 1
  161.012501 14804.000000 1
  161.300003 20355.500000 1
  162.399994 1850.500000 1
  162.650002 3701.000000 1
  163.100006 3701.000000 1
  163.449997 3701.000000 1
  164.000000 1850.500000 1
  164.300003 1850.500000 1
  164.828570 25907.000000 1
  165.180002 37010.000000 1
  165.600006 3701.000000 1
  169.199997 1850.500000 1
  169.449997 3701.000000 1
  170.199997 11103.000000 1
  171.075241 956708.500000 12
  172.200000 9252.500000 1
  173.130077 1193572.500000 15
  174.399994 1850.500000 1
  175.028573 25907.000000 1
  176.899994 7402.000000 1
  177.189998 18505.000000 1
  179.100006 1850.500000 1
  180.600006 1850.500000 1
  181.000000 1850.500000 1
  181.550003 3701.000000 1
  183.100006 3701.000000 1
  184.300003 1850.500000 1
  185.075000 74020.000000 1
  187.300003 22206.000000 1
  189.135897 144339.000000 2
  193.199997 1850.500000 1
  196.100006 3701.000000 1
  196.449997 3701.000000 1
  197.199997 25907.000000 1
  198.000000 1850.500000 1
  198.650002 3701.000000 1
  198.899994 7402.000000 1
  199.100006 20355.500000 1
  199.500000 14804.000000 1
  200.150002 3701.000000 1
  201.060001 9252.500000 1
  201.550003 14804.000000 1
  202.600006 1850.500000 1
  202.924995 7402.000000 1
  203.300003 14804.000000 1
  203.600006 3701.000000 1
  206.699997 1850.500000 1
  207.000000 1850.500000 1
  207.199997 3701.000000 1
  208.699997 1850.500000 1
  209.699997 1850.500000 1
  209.899994 1850.500000 1
  210.100006 3701.000000 1
  210.300003 5551.500000 1
  211.183335 310884.000000 4
  212.399994 3701.000000 1
  212.849998 3701.000000 1
  213.300003 1850.500000 1
  213.899994 1850.500000 1
  214.600006 1850.500000 1
  215.157376 112880.500000 1
  217.199997 1850.500000 1
  217.399994 3701.000000 1
  217.600006 1850.500000 1
  219.000000 1850.500000 1
  219.899994 1850.500000 1
  221.150002 7402.000000 1
  223.000000 1850.500000 1
  223.300003 3701.000000 1
  225.215092 98076.500000 1
  225.600006 16654.500000 1
  225.899994 1850.500000 1
  226.100006 3701.000000 1
  226.500000 3701.000000 1
  227.249208 116581.500000 1
  227.800003 1850.500000 1
  228.100006 1850.500000 1
  228.399994 1850.500000 1
  228.974998 7402.000000 1
