ACCESSION: FFF00287
RECORD_TITLE: Oseltamivir acid; LC-APPI-QQ; MS2; CE50; [M+H]+
DATE: 2016.01.19 (Created 2011.04.26)
AUTHORS: Atsushi Yamamoto
LICENSE: CC BY-SA
COPYRIGHT: PFOS.jp
COMMENT: Disclaimer: While authors make an effort to ensure that the content of this record is accurate, the authors make no representations or warranties in relation to the accuracy or completeness of the record. This record do not reflect any viewpoints of the affiliation and organization to which the authors belong.
CH$NAME: Oseltamivir acid
CH$COMPOUND_CLASS: Non-Natural Product
CH$FORMULA: C14H24N2O4
CH$EXACT_MASS: 284.17361
CH$SMILES: CCC(CC)OC(C=1)C(NC(C)=O)C(N)CC(C(O)=O)1
CH$IUPAC: InChI=1S/C14H24N2O4/c1-4-10(5-2)20-12-7-9(14(18)19)6-11(15)13(12)16-8(3)17/h7,10-13H,4-6,15H2,1-3H3,(H,16,17)(H,18,19)/t11-,12+,13+/m0/s1
CH$LINK: CAS 187227-45-8
CH$LINK: INCHIKEY NENPYTRHICXVCS-YNEHKIRRSA-N
CH$LINK: COMPTOX DTXSID50171996
AC$INSTRUMENT: API2000, Applied
AC$INSTRUMENT_TYPE: LC-APPI-QQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 50V
AC$CHROMATOGRAPHY: RETENTION_TIME 0.820867 min
MS$FOCUSED_ION: BASE_PEAK 94.099998
MS$FOCUSED_ION: PRECURSOR_M/Z 285.2
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$SPLASH: splash10-0006-9400000000-8e68463ca57a33733c2a
PK$NUM_PEAK: 252
PK$PEAK: m/z int. rel.int.
  38.599998 1350.500000 1
  38.900002 1350.500000 1
  41.153846 35113.000000 4
  41.875001 16206.000000 2
  43.129052 883227.000000 88
  43.799999 12154.500000 1
  44.191666 32412.000000 3
  45.172222 48618.000000 5
  46.163636 14855.500000 1
  46.900002 1350.500000 1
  48.700001 1350.500000 1
  49.900002 1350.500000 1
  50.500000 1350.500000 1
  50.900002 2701.000000 1
  51.099998 6752.500000 1
  51.599998 1350.500000 1
  52.299999 1350.500000 1
  52.500000 1350.500000 1
  53.100001 8103.000000 1
  54.099998 1350.500000 1
  55.044445 48618.000000 5
  55.750000 2701.000000 1
  56.225000 5402.000000 1
  57.100000 18907.000000 2
  57.900000 4051.500000 1
  58.200001 1350.500000 1
  58.400002 1350.500000 1
  60.062761 645539.000000 65
  61.700001 2701.000000 1
  62.299999 1350.500000 1
  62.700001 2701.000000 1
  62.900002 1350.500000 1
  63.500000 1350.500000 1
  63.700001 6752.500000 1
  65.100797 1355902.000000 136
  67.113532 1996039.000000 200
  68.800003 6752.500000 1
  69.083332 8103.000000 1
  69.579999 13505.000000 1
  70.063636 29711.000000 3
  71.189656 78329.000000 8
  72.199997 2701.000000 1
  72.450001 2701.000000 1
  73.049999 2701.000000 1
  73.400002 1350.500000 1
  74.000000 4051.500000 1
  74.875002 5402.000000 1
  75.300000 13505.000000 1
  77.074839 2935987.000000 294
  80.040404 534798.000000 54
  82.136451 563158.500000 56
  83.078539 295759.500000 30
  84.000000 9453.500000 1
  84.266665 8103.000000 1
  85.199999 4051.500000 1
  85.500000 1350.500000 1
  86.599998 1350.500000 1
  87.000000 8103.000000 1
  87.300003 1350.500000 1
  87.699997 1350.500000 1
  88.149998 2701.000000 1
  88.450001 2701.000000 1
  89.049999 5402.000000 1
  89.400002 1350.500000 1
  89.599998 2701.000000 1
  89.850002 2701.000000 1
  92.057827 2933286.000000 294
  94.056603 9970741.500000 999
  95.900002 18907.000000 2
  96.950001 5402.000000 1
  97.199997 1350.500000 1
  97.400002 2701.000000 1
  97.900002 1350.500000 1
  98.400002 1350.500000 1
  98.599998 1350.500000 1
  99.300003 1350.500000 1
  99.900002 2701.000000 1
  100.199999 4051.500000 1
  101.300003 1350.500000 1
  101.599998 1350.500000 1
  101.850002 5402.000000 1
  102.300003 1350.500000 1
  102.599998 1350.500000 1
  103.099998 2701.000000 1
  103.966667 8103.000000 1
  104.500000 2701.000000 1
  105.089999 13505.000000 1
  105.966667 24309.000000 2
  106.199997 12154.500000 1
  107.074999 10804.000000 1
  109.100841 964257.000000 97
  110.024635 740074.000000 74
  111.050893 151256.000000 15
  112.118180 14855.500000 1
  112.900002 2701.000000 1
  113.400002 1350.500000 1
  113.900002 1350.500000 1
  114.099998 1350.500000 1
  114.400002 4051.500000 1
  115.599998 2701.000000 1
  116.000000 2701.000000 1
  116.599998 1350.500000 1
  116.875002 5402.000000 1
  117.199997 5402.000000 1
  120.020320 5410103.000000 542
  121.800003 2701.000000 1
  122.300003 2701.000000 1
  122.900002 4051.500000 1
  123.199997 1350.500000 1
  123.825003 5402.000000 1
  124.300003 1350.500000 1
  124.950001 2701.000000 1
  125.500000 1350.500000 1
  125.699997 4051.500000 1
  125.900002 4051.500000 1
  126.099998 4051.500000 1
  126.300003 4051.500000 1
  126.800003 2701.000000 1
  127.000000 1350.500000 1
  127.300003 1350.500000 1
  127.925001 5402.000000 1
  129.000000 1350.500000 1
  129.199997 1350.500000 1
  129.399994 1350.500000 1
  129.699997 1350.500000 1
  130.199997 1350.500000 1
  130.800003 1350.500000 1
  131.250000 2701.000000 1
  131.650002 2701.000000 1
  131.899994 1350.500000 1
  132.150002 2701.000000 1
  132.961905 56721.000000 6
  134.078408 118844.000000 12
  135.050003 10804.000000 1
  138.058440 2320159.000000 232
  138.899994 14855.500000 1
  139.899994 1350.500000 1
  141.300003 1350.500000 1
  143.300003 1350.500000 1
  143.899994 1350.500000 1
  144.300003 1350.500000 1
  144.550003 2701.000000 1
  144.800003 1350.500000 1
  145.199997 1350.500000 1
  146.500000 1350.500000 1
  147.199997 1350.500000 1
  147.500000 1350.500000 1
  147.899994 1350.500000 1
  148.699997 4051.500000 1
  149.150002 5402.000000 1
  149.899994 1350.500000 1
  150.899994 2701.000000 1
  151.399994 1350.500000 1
  151.899994 4051.500000 1
  152.300003 1350.500000 1
  152.699997 1350.500000 1
  153.399994 1350.500000 1
  153.699997 1350.500000 1
  154.000000 1350.500000 1
  154.399994 2701.000000 1
  154.600006 2701.000000 1
  154.949997 13505.000000 1
  155.300003 8103.000000 1
  156.000001 40515.000000 4
  157.899994 1350.500000 1
  159.250000 5402.000000 1
  159.650002 2701.000000 1
  160.100006 2701.000000 1
  160.349998 2701.000000 1
  160.699997 8103.000000 1
