ACCESSION: FFF00058
RECORD_TITLE: 1,4-Androstadiene-3,17-dione; LC-APPI-QQ; MS2; CE:40 V; [M-H2O+H]+
DATE: 2016.01.19 (Created 2011.03.01)
AUTHORS: Atsushi Yamamoto
  209.170866 1880108.000000 29
  211.161787 16232586.000000 252
  212.194650 3597372.000000 56
  213.284617 144339.000000 2
  215.250000 3701.000000 1
  215.849998 7402.000000 1
  216.500000 3701.000000 1
  216.699997 1850.500000 1
  217.240002 9252.500000 1
  217.500000 5551.500000 1
  218.028573 12953.500000 1
  218.300003 9252.500000 1
  218.500000 7402.000000 1
  219.105129 144339.000000 2
  221.187963 399708.000000 6
  223.201374 1615486.500000 25
  224.169906 1180619.000000 18
  225.208678 3752814.000000 58
  227.349998 3701.000000 1
  227.600006 1850.500000 1
  229.399994 1850.500000 1
  230.800003 1850.500000 1
  231.199997 3701.000000 1
  231.600006 1850.500000 1
  231.800003 1850.500000 1
  232.349998 7402.000000 1
  232.800003 5551.500000 1
  233.000000 7402.000000 1
  233.275000 29608.000000 1
  234.322222 49963.500000 1
  235.160976 151741.000000 2
  235.949997 11103.000000 1
  237.215235 947456.000000 15
  238.347801 336791.000000 5
  239.236768 1580327.000000 25
  241.100006 1850.500000 1
  245.199997 1850.500000 1
  246.000000 1850.500000 1
  246.300003 1850.500000 1
  247.264284 25907.000000 1
  248.199997 3701.000000 1
  248.500000 5551.500000 1
  249.225001 59216.000000 1
  250.205883 62917.000000 1
  252.183620 858632.000000 13
  253.000000 1850.500000 1
  263.100006 3701.000000 1
  264.000000 1850.500000 1
  264.399994 1850.500000 1
  264.600006 1850.500000 1
  265.337835 68468.500000 1
  267.237069 4293160.000000 67
  268.349991 3701.000000 1
  269.200012 1850.500000 1
  277.399994 1850.500000 1
  340.399994 1850.500000 1
//
