ACCESSION: FFF00111
RECORD_TITLE: alpha-Estradiol; LC-APPI-QQ; MS2; CE:60 V; [M-H2O+H]+
DATE: 2016.01.19 (Created 2011.03.01, modified 2011.06.20)
AUTHORS: Atsushi Yamamoto, PFOS.jp
LICENSE: CC BY-SA
COPYRIGHT: PFOS.jp
COMMENT: Disclaimer: While authors make an effort to ensure that the content of this record is accurate, the authors make no representations or warranties in relation to the accuracy or completeness of the record. This record do not reflect any viewpoints of the affiliation and organization to which the authors belong.
CH$NAME: alpha-Estradiol
CH$COMPOUND_CLASS: Natural Product; Steroid hormone
CH$FORMULA: C18H24O2
CH$EXACT_MASS: 272.17763
CH$SMILES: Oc(c4)cc(C3)c(c4)C(C2)C(C3)C(C1)C(C)(C2)C(O)C1
CH$IUPAC: InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14?,15?,16?,17-,18?/m1/s1
CH$LINK: CAS 57-91-0
CH$LINK: INCHIKEY VOXZDWNPVJITMN-AWDGRILASA-N
AC$INSTRUMENT: API2000
AC$INSTRUMENT_TYPE: LC-APPI-QQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: RETENTION_TIME 0.820833 min
MS$FOCUSED_ION: BASE_PEAK 144.000000
MS$FOCUSED_ION: PRECURSOR_M/Z 255.200000
MS$FOCUSED_ION: PRECURSOR_TYPE [M-H2O+H]+
PK$SPLASH: splash10-00kf-4900000000-efd2e632494f629dc396
PK$NUM_PEAK: 220
PK$PEAK: m/z int. rel.int.
  37.700001 1350.500000 1
  38.200001 2701.000000 1
  39.137499 43216.000000 2
  40.099998 12154.500000 1
  41.090356 910237.000000 32
  42.112499 21608.000000 1
  43.070632 726569.000000 25
  43.900002 1350.500000 1
  44.400002 1350.500000 1
  45.049999 2701.000000 1
  46.599998 1350.500000 1
  49.099998 1350.500000 1
  49.900002 1350.500000 1
  50.200001 2701.000000 1
  50.500000 4051.500000 1
  51.163636 29711.000000 1
  53.068815 649590.500000 23
  55.063438 5703161.500000 198
  56.000000 9453.500000 1
  56.855556 24309.000000 1
  57.266666 16206.000000 1
  57.900002 1350.500000 1
  59.000000 2701.000000 1
  59.200001 1350.500000 1
  60.500000 1350.500000 1
  60.950001 2701.000000 1
  61.400002 2701.000000 1
  61.599998 1350.500000 1
  61.900002 1350.500000 1
  62.099998 1350.500000 1
  62.400002 6752.500000 1
