ACCESSION: FFF00286
RECORD_TITLE: Oseltamivir acid; LC-APPI-QQ; MS2; CE60; [M+H]+
DATE: 2016.01.19 (Created 2011.04.26)
AUTHORS: Atsushi Yamamoto
  163.100006 2701.000000 1
  164.199997 1350.500000 1
  164.500000 1350.500000 1
  164.750000 2701.000000 1
  165.100006 1350.500000 1
  165.349998 2701.000000 1
  165.600006 1350.500000 1
  167.199997 1350.500000 1
  168.100006 1350.500000 1
  168.500000 1350.500000 1
  169.199997 1350.500000 1
  169.399994 1350.500000 1
  170.000000 1350.500000 1
  174.899994 1350.500000 1
  176.899994 1350.500000 1
  177.899994 1350.500000 1
  178.150002 2701.000000 1
  180.100006 1350.500000 1
  180.399994 1350.500000 1
  181.399994 1350.500000 1
  185.000000 1350.500000 1
  189.000000 1350.500000 1
  195.199997 1350.500000 1
  196.000000 1350.500000 1
  196.699997 1350.500000 1
  199.899999 4051.500000 1
  200.199997 1350.500000 1
  200.399994 2701.000000 1
  200.600006 1350.500000 1
  201.899994 2701.000000 1
  202.325001 5402.000000 1
  206.600006 1350.500000 1
  208.399994 1350.500000 1
  208.800003 1350.500000 1
  210.199997 1350.500000 1
  210.500000 1350.500000 1
  212.899994 2701.000000 1
  214.800003 1350.500000 1
  215.000000 2701.000000 1
  215.300003 1350.500000 1
  226.100006 4051.500000 1
  226.300003 1350.500000 1
  226.500000 1350.500000 1
  227.000000 1350.500000 1
  227.300003 1350.500000 1
  228.300003 1350.500000 1
  228.500000 1350.500000 1
  228.899994 1350.500000 1
  237.600006 1350.500000 1
  237.800003 1350.500000 1
  238.150002 2701.000000 1
  238.800003 1350.500000 1
  239.100006 2701.000000 1
  240.199997 1350.500000 1
  241.199997 1350.500000 1
  241.500000 1350.500000 1
  251.399994 1350.500000 1
  252.000000 1350.500000 1
  252.600006 1350.500000 1
  253.000000 1350.500000 1
  255.100006 1350.500000 1
  255.399994 1350.500000 1
  257.100006 1350.500000 1
  266.399994 1350.500000 1
  267.899994 1350.500000 1
  268.150009 2701.000000 1
  269.100006 1350.500000 1
  270.000000 1350.500000 1
  285.000000 1350.500000 1
  294.100006 9453.500000 2
//
