ACCESSION: FFF00286
RECORD_TITLE: Oseltamivir acid; LC-APPI-QQ; MS2; CE60; [M+H]+
DATE: 2016.01.19 (Created 2011.04.26)
AUTHORS: Atsushi Yamamoto
LICENSE: CC BY-SA
COPYRIGHT: PFOS.jp
COMMENT: Disclaimer: While authors make an effort to ensure that the content of this record is accurate, the authors make no representations or warranties in relation to the accuracy or completeness of the record. This record do not reflect any viewpoints of the affiliation and organization to which the authors belong.
CH$NAME: Oseltamivir acid
CH$COMPOUND_CLASS: Non-Natural Product
CH$FORMULA: C14H24N2O4
CH$EXACT_MASS: 284.17361
CH$SMILES: CCC(CC)OC(C=1)C(NC(C)=O)C(N)CC(C(O)=O)1
CH$IUPAC: InChI=1S/C14H24N2O4/c1-4-10(5-2)20-12-7-9(14(18)19)6-11(15)13(12)16-8(3)17/h7,10-13H,4-6,15H2,1-3H3,(H,16,17)(H,18,19)/t11-,12+,13+/m0/s1
CH$LINK: CAS 187227-45-8
CH$LINK: INCHIKEY NENPYTRHICXVCS-YNEHKIRRSA-N
AC$INSTRUMENT: API2000, Applied
AC$INSTRUMENT_TYPE: LC-APPI-QQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 60V
AC$CHROMATOGRAPHY: RETENTION_TIME 0.820867 min
MS$FOCUSED_ION: BASE_PEAK 94.199997
MS$FOCUSED_ION: ION_TYPE [M+H]+
MS$FOCUSED_ION: PRECURSOR_M/Z 285.2
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$SPLASH: splash10-0006-9100000000-96f63977a76f7f01b639
PK$NUM_PEAK: 240
PK$PEAK: m/z int. rel.int.
  38.500000 1350.500000 1
  38.799999 1350.500000 1
  39.200001 2701.000000 1
  39.400002 1350.500000 1
  39.599998 1350.500000 1
  40.099998 2701.000000 1
  41.073333 121545.000000 23
  43.067797 956154.000000 178
  44.268750 43216.000000 8
  45.052632 51319.000000 10
  46.084614 17556.500000 3
  49.599998 1350.500000 1
  49.900002 1350.500000 1
  50.099998 1350.500000 1
  50.299999 1350.500000 1
  50.500000 5402.000000 1
  51.016667 16206.000000 3
  51.900002 2701.000000 1
  52.400002 4051.500000 1
  52.599998 4051.500000 1
  53.266666 28360.500000 5
  53.799999 5402.000000 1
  54.346667 20257.500000 4
  55.053448 156658.000000 29
  55.750000 2701.000000 1
  56.000000 6752.500000 1
  57.133333 8103.000000 2
  58.200001 2701.000000 1
  60.096238 430809.500000 80
  60.900002 2701.000000 1
  61.200001 1350.500000 1
  62.000000 2701.000000 1
  62.350000 2701.000000 1
  62.599998 1350.500000 1
  65.088996 3092645.000000 576
  67.100000 2466013.000000 459
  69.099998 18907.000000 4
  70.116668 32412.000000 6
  71.038461 35113.000000 7
  72.000000 4051.500000 1
  72.199997 1350.500000 1
  72.400002 1350.500000 1
  73.199997 1350.500000 1
  73.500000 1350.500000 1
  73.750000 2701.000000 1
  74.199999 4051.500000 1
  74.500000 1350.500000 1
  74.960001 13505.000000 3
  75.400002 9453.500000 2
  77.064780 4747007.500000 884
  78.192855 37814.000000 7
  80.054839 837310.000000 156
  82.106572 945350.000000 176
  83.058334 291708.000000 54
  83.833336 8103.000000 2
  84.250000 13505.000000 3
  84.900002 1350.500000 1
  85.250000 2701.000000 1
  85.900002 1350.500000 1
  86.599998 1350.500000 1
  87.099998 1350.500000 1
  87.800003 2701.000000 1
  88.300001 4051.500000 1
  89.199999 4051.500000 1
  89.599998 4051.500000 1
  92.068215 3925903.500000 731
  93.106589 3812461.500000 710
  94.064401 5364186.000000 999
  96.227271 14855.500000 3
  96.750000 5402.000000 1
  97.199997 2701.000000 1
  97.800003 1350.500000 1
  98.199999 4051.500000 1
  99.049999 2701.000000 1
  100.599998 1350.500000 1
  101.300003 1350.500000 1
  102.000000 8103.000000 2
  102.450001 8103.000000 2
  102.750000 2701.000000 1
  103.000000 1350.500000 1
  103.300001 4051.500000 1
  104.049999 2701.000000 1
  105.244446 24309.000000 5
  105.933334 16206.000000 3
  106.377780 12154.500000 2
  107.000000 13505.000000 3
  109.067915 505087.000000 94
  110.033000 540200.000000 101
  110.810003 13505.000000 3
  111.149999 21608.000000 4
  111.599998 1350.500000 1
  111.900002 2701.000000 1
  112.149998 5402.000000 1
  112.699997 2701.000000 1
  113.300003 2701.000000 1
  113.800003 1350.500000 1
  114.099998 1350.500000 1
  114.300003 1350.500000 1
  115.000000 5402.000000 1
  115.800003 2701.000000 1
  116.099998 4051.500000 1
  116.800003 4051.500000 1
  117.199997 5402.000000 1
  117.699997 6752.500000 1
  120.042829 2692897.000000 502
  121.199997 18907.000000 4
  121.850002 2701.000000 1
  122.099998 1350.500000 1
  122.900002 1350.500000 1
  123.300003 2701.000000 1
  124.250000 2701.000000 1
  125.400002 2701.000000 1
  125.850002 5402.000000 1
  126.300003 1350.500000 1
  126.900002 2701.000000 1
  127.099998 1350.500000 1
  128.199997 2701.000000 1
  129.000000 2701.000000 1
  129.300003 1350.500000 1
  130.300003 1350.500000 1
  130.500000 1350.500000 1
  130.699997 1350.500000 1
  131.100006 1350.500000 1
  131.650002 2701.000000 1
  131.899994 1350.500000 1
  132.150002 2701.000000 1
  132.449997 2701.000000 1
  132.924995 5402.000000 1
  133.199997 9453.500000 2
  133.399994 6752.500000 1
  134.214285 28360.500000 5
  134.600006 1350.500000 1
  135.000000 1350.500000 1
  135.300003 1350.500000 1
  135.600006 1350.500000 1
  135.900002 5402.000000 1
  136.199997 5402.000000 1
  137.216279 116143.000000 22
  138.037759 457819.500000 85
  139.300003 2701.000000 1
  140.000000 1350.500000 1
  141.300003 1350.500000 1
  142.300003 1350.500000 1
  144.100006 1350.500000 1
  145.000000 4051.500000 1
  145.600006 1350.500000 1
  149.800003 1350.500000 1
  150.300003 1350.500000 1
  150.949997 2701.000000 1
  151.199997 2701.000000 1
  152.300003 4051.500000 1
  152.600006 1350.500000 1
  153.100006 2701.000000 1
  154.000000 2701.000000 1
  154.300003 1350.500000 1
  154.600006 1350.500000 1
  155.000000 1350.500000 1
  155.199997 1350.500000 1
  155.399994 1350.500000 1
  155.699997 2701.000000 1
  156.199997 1350.500000 1
  157.399994 1350.500000 1
  158.899994 1350.500000 1
  159.500000 1350.500000 1
  160.199997 1350.500000 1
  161.150002 5402.000000 1
  161.800003 5402.000000 1
  162.000000 5402.000000 1
  162.275002 5402.000000 1
  162.550003 2701.000000 1
