ACCESSION: FFF00122
RECORD_TITLE: Brassicasterol; LC-APPI-QQ; MS2; CE:20 V; [M-H2O+H]+
DATE: 2016.01.19 (Created 2011.03.01, modified 2011.06.20)
AUTHORS: Atsushi Yamamoto, PFOS.jp
LICENSE: CC BY-SA
COPYRIGHT: PFOS.jp
COMMENT: Disclaimer: While authors make an effort to ensure that the content of this record is accurate, the authors make no representations or warranties in relation to the accuracy or completeness of the record. This record do not reflect any viewpoints of the affiliation and organization to which the authors belong.
CH$NAME: Brassicasterol
CH$COMPOUND_CLASS: Natural Product; Sterol
CH$FORMULA: C28H46O
CH$EXACT_MASS: 398.35487
CH$SMILES: C(C(C=CC(C)C(C4)C(C3C4)(C)CCC(C13)C(C2)(C(CC(C2)O)=CC1)C)C)(C)C
CH$IUPAC: InChI=1S/C28H46O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h7-9,18-20,22-26,29H,10-17H2,1-6H3/b8-7+/t19?,20?,22-,23?,24?,25?,26?,27?,28?/m0/s1
CH$LINK: CAS 474-67-9
CH$LINK: LIPIDBANK SST9065
CH$LINK: INCHIKEY OILXMJHPFNGGTO-FQRXBOAXSA-N
AC$INSTRUMENT: API2000
AC$INSTRUMENT_TYPE: LC-APPI-QQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: RETENTION_TIME 0.820950 min
MS$FOCUSED_ION: BASE_PEAK 381.500000
MS$FOCUSED_ION: PRECURSOR_M/Z 381.400000
MS$FOCUSED_ION: PRECURSOR_TYPE [M-H2O+H]+
PK$SPLASH: splash10-001i-0129000000-06d0af0044d362eadebe
PK$NUM_PEAK: 347
PK$PEAK: m/z int. rel.int.
  41.500000 1850.500000 1
  42.750000 3701.000000 1
  43.000000 3701.000000 1
  43.450001 7402.000000 1
  53.599998 1850.500000 1
  55.099998 11103.000000 1
  55.799999 1850.500000 1
  56.099998 3701.000000 1
  57.090217 170246.000000 2
  57.799999 1850.500000 1
  63.200001 1850.500000 1
  66.149998 3701.000000 1
  66.450001 3701.000000 1
  66.908001 46262.500000 1
  67.599998 5551.500000 1
  67.800003 5551.500000 1
  69.077143 582907.500000 6
  70.000000 3701.000000 1
  70.300003 1850.500000 1
  70.500000 5551.500000 1
  71.108333 66618.000000 1
  72.699997 1850.500000 1
  76.099998 1850.500000 1
  76.500000 1850.500000 1
  76.900002 1850.500000 1
  77.375002 7402.000000 1
  77.599998 1850.500000 1
