ACCESSION: FFF00256
RECORD_TITLE: Androsterone; LC-APPI-QQ; MS2; CE:10 V; [M-2H2O+H]+
DATE: 2016.01.19 (Created 2011.04.05, modified 2011.06.20)
AUTHORS: Atsushi Yamamoto, PFOS.jp
LICENSE: CC BY-SA
COPYRIGHT: PFOS.jp
COMMENT: Disclaimer: While authors make an effort to ensure that the content of this record is accurate, the authors make no representations or warranties in relation to the accuracy or completeness of the record. This record do not reflect any viewpoints of the affiliation and organization to which the authors belong.
CH$NAME: Androsterone
CH$COMPOUND_CLASS: Natural Product; Steroid hormone
CH$FORMULA: C19H30O2
CH$EXACT_MASS: 290.22458
CH$SMILES: OC(C4)CC([H])(C3)C(C)(C4)C(C2)C(C3)C(C1)C(C)(C2)C(=O)C1
CH$IUPAC: InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3/t12-,13+,14?,15?,16?,18?,19?/m0/s1
CH$LINK: CAS 53-41-8
CH$LINK: LIPIDBANK SST0002
CH$LINK: INCHIKEY QGXBDMJGAMFCBF-LISVHTKMSA-N
AC$INSTRUMENT: API2000
AC$INSTRUMENT_TYPE: LC-APPI-QQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: RETENTION_TIME 0.820867 min
MS$FOCUSED_ION: BASE_PEAK 255.300003
MS$FOCUSED_ION: PRECURSOR_M/Z 255.300000
MS$FOCUSED_ION: PRECURSOR_TYPE [M-H2O+H]+
PK$SPLASH: splash10-0a4i-0090000000-10504c7c681340df2ed0
PK$NUM_PEAK: 178
PK$PEAK: m/z int. rel.int.
  55.250000 2701.000000 1
  66.800003 1350.500000 1
  67.199999 4051.500000 1
  67.599998 2701.000000 1
  69.049999 5402.000000 1
  69.300003 2701.000000 1
  69.699997 1350.500000 1
  75.900002 1350.500000 1
  76.400002 1350.500000 1
  77.099998 4051.500000 1
  78.500000 1350.500000 1
  79.199997 4051.500000 1
  79.800003 2701.000000 1
  81.104968 217430.500000 1
  83.112498 10804.000000 1
  83.450001 5402.000000 1
  89.599998 1350.500000 1
  89.800003 1350.500000 1
  90.537499 10804.000000 1
  91.065000 54020.000000 1
  91.599998 1350.500000 1
  92.000000 1350.500000 1
  92.500000 2701.000000 1
  93.129167 32412.000000 1
  95.194935 106689.500000 1
  96.049999 2701.000000 1
  96.400002 1350.500000 1
  97.040000 27010.000000 1
  102.500000 2701.000000 1
  102.800003 1350.500000 1
