ACCESSION: FFF00232
RECORD_TITLE: Estrone; LC-APPI-QQ; MS2; CE:60 V; [M+H]+
DATE: 2016.01.19 (Created 2011.04.05, modified 2011.06.20)
AUTHORS: Atsushi Yamamoto, PFOS.jp
LICENSE: CC BY-SA
COPYRIGHT: PFOS.jp
COMMENT: Disclaimer: While authors make an effort to ensure that the content of this record is accurate, the authors make no representations or warranties in relation to the accuracy or completeness of the record. This record do not reflect any viewpoints of the affiliation and organization to which the authors belong.
CH$NAME: Estrone
CH$COMPOUND_CLASS: Natural Product; Steroid hormone
CH$FORMULA: C18H22O2
CH$EXACT_MASS: 270.16198
CH$SMILES: Oc(c4)cc(C3)c(c4)C(C2)C(C3)C(C1)C(C)(C2)C(=O)C1
CH$IUPAC: InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3
CH$LINK: CAS 53-16-7
CH$LINK: INCHIKEY DNXHEGUUPJUMQT-UHFFFAOYSA-N
AC$INSTRUMENT: API2000
AC$INSTRUMENT_TYPE: LC-APPI-QQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: RETENTION_TIME 0.820867 min
MS$FOCUSED_ION: BASE_PEAK 105.199997
MS$FOCUSED_ION: ION_TYPE [M+H]+
MS$FOCUSED_ION: PRECURSOR_M/Z 271.100000
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$SPLASH: splash10-0a7l-2900000000-b8479a467be4da983c06
PK$NUM_PEAK: 254
PK$PEAK: m/z int. rel.int.
  37.299999 1350.500000 1
  38.000000 2701.000000 1
  38.400002 2701.000000 1
  39.075000 10804.000000 1
  39.860000 6752.500000 1
  41.088930 365985.500000 23
  43.077598 2170253.500000 139
  45.071429 75628.000000 5
  46.500000 1350.500000 1
  46.900002 1350.500000 1
  47.099998 2701.000000 1
  50.099998 2701.000000 1
  50.400002 1350.500000 1
  51.124999 16206.000000 1
  53.063133 293058.500000 19
  55.077029 1763753.000000 113
  56.400002 5402.000000 1
  57.023076 35113.000000 2
  57.299999 13505.000000 1
  58.299999 1350.500000 1
  58.916667 24309.000000 2
  59.400002 2701.000000 1
  61.200001 1350.500000 1
  61.700001 2701.000000 1
  62.099998 1350.500000 1
  62.350000 5402.000000 1
  63.142857 18907.000000 1
  65.087915 692806.500000 44
  67.116967 2324210.500000 149
  68.099998 10804.000000 1
  68.300003 10804.000000 1
  69.129032 251193.000000 16
