ACCESSION: FFF00056
RECORD_TITLE: 1,4-Androstadiene-3,17-dione; LC-APPI-QQ; MS2; CE:60 V; [M-H2O+H]+
DATE: 2016.01.19 (Created 2011.03.01)
AUTHORS: Atsushi Yamamoto
  221.188236 125834.000000 2
  222.164104 144339.000000 3
  223.168033 451522.000000 8
  224.318183 40711.000000 1
  225.230952 155442.000000 3
  226.000000 9252.500000 1
  226.474998 7402.000000 1
  227.300003 1850.500000 1
  228.899994 3701.000000 1
  229.300003 5551.500000 1
  230.699997 3701.000000 1
  231.050003 3701.000000 1
  231.600006 3701.000000 1
  232.000000 1850.500000 1
  232.349998 7402.000000 1
  233.216665 11103.000000 1
  233.800003 3701.000000 1
  234.100006 3701.000000 1
  234.600006 1850.500000 1
  235.206668 55515.000000 1
  236.199997 9252.500000 1
  236.449997 18505.000000 1
  237.177612 247967.000000 4
  238.100001 22206.000000 1
  238.800003 7402.000000 1
  239.335293 31458.500000 1
  243.100006 3701.000000 1
  245.100006 3701.000000 1
  246.899994 1850.500000 1
  247.150002 3701.000000 1
  248.800003 1850.500000 1
  249.000000 1850.500000 1
  249.300003 5551.500000 1
  249.550003 3701.000000 1
  249.899994 1850.500000 1
  250.100006 1850.500000 1
  250.399999 5551.500000 1
  250.825001 7402.000000 1
  251.210002 37010.000000 1
  251.899997 9252.500000 1
  252.450005 7402.000000 1
  263.500000 1850.500000 1
  265.399994 1850.500000 1
  266.100006 1850.500000 1
  266.899994 1850.500000 1
  267.200012 1850.500000 1
  267.500000 5551.500000 1
  355.200012 1850.500000 1
//
