ACCESSION: FFF00056
RECORD_TITLE: 1,4-Androstadiene-3,17-dione; LC-APPI-QQ; MS2; CE:60 V; [M-H2O+H]+
DATE: 2016.01.19 (Created 2011.03.01)
AUTHORS: Atsushi Yamamoto
LICENSE: CC BY-SA
COPYRIGHT: PFOS.jp
COMMENT: Disclaimer: While authors make an effort to ensure that the content of this record is accurate, the authors make no representations or warranties in relation to the accuracy or completeness of the record. This record do not reflect any viewpoints of the affiliation and organization to which the authors belong.
CH$NAME: 1,4-Androstadiene-3,17-dione
CH$COMPOUND_CLASS: Natural Product; Anabolic Steroid
CH$FORMULA: C19H24O2
CH$EXACT_MASS: 284.17763
CH$SMILES: O=C(C=4)C=C(C3)C(C)(C4)C([H])(C2)C([H])(C3)C([H])(C1)C(C)(C2)C(=O)C1
CH$IUPAC: InChI=1S/C19H24O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h7,9,11,14-16H,3-6,8,10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1
CH$LINK: CAS 897-06-3
CH$LINK: INCHIKEY LUJVUUWNAPIQQI-QAGGRKNESA-N
CH$LINK: COMPTOX DTXSID00862463
AC$INSTRUMENT: API2000
AC$INSTRUMENT_TYPE: LC-APPI-QQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: RETENTION_TIME 0.820850 min
MS$FOCUSED_ION: BASE_PEAK 128.100006
MS$FOCUSED_ION: PRECURSOR_M/Z 267.300000
MS$FOCUSED_ION: PRECURSOR_TYPE [M-H2O+H]+
PK$SPLASH: splash10-004l-5900000000-c06d7a1d1deabe2ff1f6
PK$NUM_PEAK: 212
PK$PEAK: m/z int. rel.int.
  37.400002 1850.500000 1
  39.069565 85123.000000 2
  39.700001 7402.000000 1
  41.126827 1621038.000000 29
  43.061957 1361968.000000 25
  44.199999 5551.500000 1
  45.084615 24056.500000 1
  47.400002 1850.500000 1
  49.400002 1850.500000 1
  49.700001 1850.500000 1
  51.164473 140638.000000 3
  53.101166 634721.500000 12
  53.926472 62917.000000 1
  55.089907 4950087.500000 90
  56.175000 7402.000000 1
  57.016666 22206.000000 1
  57.400002 12953.500000 1
  58.799999 1850.500000 1
  60.799999 3701.000000 1
  61.000000 1850.500000 1
  61.850000 3701.000000 1
  62.099998 9252.500000 1
  65.105810 4777991.000000 87
  67.108358 10494185.500000 190
  69.053175 1398978.000000 25
  70.400002 1850.500000 1
  70.900002 1850.500000 1
  71.099998 1850.500000 1
  71.300003 1850.500000 1
  71.699997 1850.500000 1
  72.199997 1850.500000 1
  73.350002 3701.000000 1
  73.740001 9252.500000 1
  74.800003 24056.500000 1
  77.057205 22459518.500000 407
  79.035910 27528038.000000 499
  81.104012 8486393.000000 154
  82.400002 11103.000000 1
  83.191667 44412.000000 1
  84.000000 1850.500000 1
  84.400002 1850.500000 1
  85.199997 5551.500000 1
  86.099998 3701.000000 1
  86.699997 1850.500000 1
  86.950001 3701.000000 1
  87.224998 7402.000000 1
  91.061621 55072730.500000 999
  93.101766 7962701.500000 144
  95.044373 3173607.500000 58
  96.400002 1850.500000 1
  97.199997 7402.000000 1
  97.400002 1850.500000 1
  98.699997 1850.500000 1
  98.950001 3701.000000 1
  99.599998 1850.500000 1
  99.850002 7402.000000 1
  100.881252 29608.000000 1
  101.268420 70319.000000 1
  103.081028 3023717.000000 55
  105.062122 13327301.000000 242
  107.034223 7072611.000000 128
  109.059809 386754.500000 7
  110.800003 3701.000000 1
  111.099998 3701.000000 1
  111.599998 1850.500000 1
  111.850002 3701.000000 1
  112.149998 11103.000000 1
  112.425001 14804.000000 1
  115.078870 14957591.500000 271
  116.141086 4089605.000000 74
  117.099730 5488583.000000 100
  119.080576 7068910.000000 128
  121.079042 5951208.000000 108
  122.699997 3701.000000 1
  123.000000 1850.500000 1
  123.199997 3701.000000 1
  123.549999 3701.000000 1
  123.900002 5551.500000 1
  124.199997 7402.000000 1
  124.400002 5551.500000 1
  128.087774 39439706.500000 715
  129.094040 9624450.500000 175
  130.139496 4844609.000000 88
  131.127728 5579257.500000 101
  132.135942 8062628.500000 146
  134.142857 25907.000000 1
  135.192502 148040.000000 3
  136.399994 3701.000000 1
  136.800003 3701.000000 1
  137.050003 3701.000000 1
  137.500000 3701.000000 1
  137.979999 18505.000000 1
  139.066303 340492.000000 6
  141.127450 7873877.500000 143
  142.106894 2871976.000000 52
  143.119836 5205456.500000 94
  144.080636 6632192.000000 120
  145.089051 6354617.000000 115
  147.118176 5925301.000000 107
  148.300003 3701.000000 1
  148.699997 3701.000000 1
  149.233332 11103.000000 1
  152.115678 4367180.000000 79
  153.122484 5958610.000000 108
  155.091216 5477480.000000 99
  158.111189 10320238.500000 187
  159.113501 3234674.000000 59
  160.993752 118432.000000 2
  161.399994 31458.500000 1
  161.600006 12953.500000 1
  162.050003 3701.000000 1
  165.117909 3947116.500000 72
  167.156642 2005942.000000 36
  168.146595 2065158.000000 37
  169.092797 3493744.000000 63
  171.060145 8153303.000000 148
  173.164159 1672852.000000 30
  174.100006 1850.500000 1
  175.250000 25907.000000 1
  178.184412 6861654.000000 124
  179.160297 3486342.000000 63
  181.100856 8651087.500000 157
  182.186876 2820162.000000 51
  183.137581 1989287.500000 36
  184.135484 745751.500000 14
  185.157547 392306.000000 7
  186.100006 9252.500000 1
  186.500000 1850.500000 1
  187.199997 14804.000000 1
  187.416662 11103.000000 1
  189.066918 492233.000000 9
  191.135952 1389725.500000 25
  192.183898 873436.000000 16
  193.204228 1138057.500000 21
  195.151766 4504117.000000 82
  196.153154 3168056.000000 57
  197.164912 2004091.500000 36
  199.151112 83272.500000 2
  199.899994 1850.500000 1
  200.100006 3701.000000 1
  200.750000 3701.000000 1
  201.199997 5551.500000 1
  201.399994 7402.000000 1
  202.132855 129535.000000 2
  203.042501 148040.000000 3
  204.146668 138787.500000 3
  205.123039 377502.000000 7
  207.115322 458924.000000 8
  208.191707 758705.000000 14
  209.170854 1104748.500000 20
  211.180232 1273144.000000 23
  213.300003 1850.500000 1
  213.500000 3701.000000 1
  214.100006 1850.500000 1
  214.949997 18505.000000 1
  215.199997 5551.500000 1
  215.500000 7402.000000 1
  215.800003 5551.500000 1
  216.300003 7402.000000 1
  217.146155 48113.000000 1
  218.264287 25907.000000 1
  219.231251 118432.000000 2
  220.033335 22206.000000 1
  220.300003 11103.000000 1
