ACCESSION: KZ000196
RECORD_TITLE: D-(+)-Maltose; GC-EI-TOF; MS; 8 TMS; BP:204
DATE: 2016.01.19 (Created 2009.03.11, modified 2011.05.06)
AUTHORS: Ara T, Morishita Y, Shibata D, Kazusa DNA Research Institute
LICENSE: CC BY-SA
COMMENT: MassBase peak ID: MDGC1_01590_P000162
CH$NAME: D-(+)-Maltose
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C12H22O11
CH$EXACT_MASS: 342.11621
CH$SMILES: OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]([C@@H](CO)2)[C@H](O)[C@@H](O)C(O)O2
CH$IUPAC: InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1
CH$LINK: CAS 69-79-4
CH$LINK: KEGG C00208
CH$LINK: INCHIKEY GUBGYTABKSRVRQ-PICCSMPSSA-N
AC$INSTRUMENT: Pegasus III TOF-MS system, Leco; GC 6890, Agilent Technologies
AC$INSTRUMENT_TYPE: GC-EI-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: COLUMN_NAME DB-17MS
AC$CHROMATOGRAPHY: RETENTION_INDEX 2580.6
AC$CHROMATOGRAPHY: RETENTION_TIME 1130.01 sec
MS$FOCUSED_ION: BASE_PEAK 204
MS$FOCUSED_ION: DERIVATIVE_TYPE 8 TMS
MS$DATA_PROCESSING: WHOLE ChromaTOF ver. 2.32 (Leco)
PK$SPLASH: splash10-0wmj-0983000000-8a47bf01ac46b102d663
PK$NUM_PEAK: 315
PK$PEAK: m/z int. rel.int.
  82 8 8
  83 6 6
  85 10 10
  86 5 5
  87 7 7
  88 5 5
  89 86 86
  90 6 6
  91 2 2
  95 1 1
  97 10 10
  98 3 3
  99 9 9
  100 27 27
  101 34 34
  102 24 24
  103 406 406
  104 38 38
  105 43 43
  106 4 4
  107 2 2
  108 1 1
  109 8 8
  110 4 4
  111 4 4
  112 3 3
  113 16 16
  114 17 17
  115 17 17
  116 17 17
  117 215 215
  118 24 24
  119 13 13
  120 2 2
  121 1 1
  123 1 1
  124 1 1
  125 2 2
  126 4 4
  127 12 12
  128 10 10
  129 333 333
  130 57 57
  131 66 66
  132 11 11
  133 88 88
  134 15 15
  135 8 8
  136 1 1
  137 1 1
  138 2 2
  139 5 5
  140 4 4
  141 11 11
  142 17 17
  143 70 70
  144 13 13
  145 34 34
  146 8 8
  147 993 993
  148 129 129
  149 96 96
  150 11 11
  151 5 5
  152 4 4
  153 8 8
  154 5 5
  155 41 41
  156 12 12
  157 65 65
  158 18 18
  159 13 13
  160 129 129
  161 33 33
  162 10 10
  163 26 26
  164 6 6
  165 3 3
  166 2 2
  167 4 4
  168 8 8
  169 165 165
  170 29 29
  171 17 17
  172 7 7
  173 18 18
  174 8 8
  175 10 10
  176 3 3
  177 8 8
  178 2 2
  179 2 2
  180 3 3
  181 4 4
  182 2 2
  183 9 9
  184 4 4
  185 6 6
  186 9 9
  187 8 8
  188 4 4
  189 76 76
  190 27 27
  191 134 134
  192 25 25
  193 11 11
  194 3 3
  195 3 3
  196 3 3
  197 2 2
  198 4 4
  199 7 7
  200 4 4
  201 8 8
  202 6 6
  203 39 39
  204 999 999
  205 417 417
  206 133 133
  207 41 41
  208 8 8
  209 3 3
  210 21 21
  211 6 6
  212 4 4
  213 2 2
  214 5 5
  215 19 19
  216 34 34
  217 654 654
  218 137 137
  219 77 77
  220 14 14
  221 33 33
  222 8 8
  223 6 6
  224 2 2
  225 1 1
  226 2 2
  227 8 8
  228 7 7
  229 48 48
  230 27 27
  231 82 82
  232 26 26
  233 37 37
  234 17 17
  235 7 7
  236 2 2
  237 2 2
  238 1 1
  239 2 2
  240 6 6
  241 15 15
  242 11 11
  243 133 133
  244 50 50
  245 43 43
  246 18 18
  247 22 22
  248 7 7
  249 3 3
  250 1 1
  251 1 1
  252 1 1
  253 2 2
  254 4 4
  255 7 7
  256 11 11
  257 15 15
  258 6 6
  259 20 20
  260 8 8
  261 6 6
  262 13 13
  263 6 6
  264 2 2
  265 8 8
  266 3 3
  267 2 2
  268 9 9
  269 15 15
  270 10 10
  271 145 145
  272 39 39
  273 21 21
  274 15 15
  275 8 8
