ACCESSION: KZ000203
RECORD_TITLE: D-Glucose 6-phosphate; GC-EI-TOF; MS; 6 TMS; BP:147
DATE: 2016.01.19 (Created 2009.03.11, modified 2011.05.06)
AUTHORS: Ara T, Morishita Y, Shibata D, Kazusa DNA Research Institute
LICENSE: CC BY-SA
COMMENT: MassBase peak ID: MDGC1_01469_P000149
CH$NAME: D-Glucose 6-phosphate
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C6H13O9P
CH$EXACT_MASS: 260.02972
CH$SMILES: OC(O1)[C@H](O)[C@@H](O)[C@H](O)[C@H]1COP(O)(O)=O
CH$IUPAC: InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1
CH$LINK: CAS 56-73-5
CH$LINK: KEGG C00092
CH$LINK: INCHIKEY NBSCHQHZLSJFNQ-GASJEMHNSA-N
AC$INSTRUMENT: Pegasus III TOF-MS system, Leco; GC 6890, Agilent Technologies
AC$INSTRUMENT_TYPE: GC-EI-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: COLUMN_NAME DB-17MS
AC$CHROMATOGRAPHY: RETENTION_INDEX 2333.2
AC$CHROMATOGRAPHY: RETENTION_TIME 1043.46 sec
MS$FOCUSED_ION: BASE_PEAK 147
MS$FOCUSED_ION: DERIVATIVE_TYPE 6 TMS
MS$DATA_PROCESSING: WHOLE ChromaTOF ver. 2.32 (Leco)
PK$SPLASH: splash10-0f7t-1933000000-4894135f21c21c369428
PK$NUM_PEAK: 326
PK$PEAK: m/z int. rel.int.
  82 21 21
  83 24 24
  84 36 36
  85 73 73
  86 28 28
  87 48 48
  88 23 23
  89 565 565
  90 54 54
  91 40 40
  92 6 6
  93 9 9
  94 6 6
  95 8 8
  96 12 12
  97 35 35
  98 19 19
  99 54 54
  100 79 79
  101 428 428
  102 90 90
  103 572 572
  104 65 65
  105 131 131
  106 29 29
  107 24 24
  108 5 5
  109 10 10
  110 5 5
  111 34 34
  112 15 15
  113 59 59
  114 46 46
  115 104 104
  116 212 212
  117 169 169
  118 27 27
  119 79 79
  120 12 12
  121 32 32
  122 5 5
  123 13 13
  124 5 5
  125 8 8
  126 16 16
  127 37 37
  128 29 29
  129 656 656
  130 157 157
  131 357 357
  132 52 52
  133 557 557
  134 78 78
  135 119 119
  136 15 15
  137 43 43
  138 9 9
  139 8 8
  140 9 9
  141 25 25
  142 28 28
  143 88 88
  144 16 16
  145 40 40
  146 11 11
  147 999 999
  148 168 168
  149 136 136
  150 19 19
  151 52 52
  152 11 11
  153 16 16
  154 22 22
  155 14 14
  156 16 16
  157 257 257
  158 51 51
  159 42 42
  160 262 262
  161 115 115
  162 23 23
  163 47 47
  164 8 8
  165 18 18
  166 6 6
  167 14 14
  168 11 11
  169 41 41
  170 15 15
  171 18 18
  172 24 24
  173 25 25
  174 12 12
  175 17 17
  176 5 5
  177 22 22
  178 11 11
  179 15 15
  180 15 15
  181 55 55
  182 11 11
  183 22 22
  184 7 7
  185 11 11
  186 12 12
  187 10 10
  188 8 8
  189 79 79
  190 21 21
  191 111 111
  192 23 23
  193 71 71
  194 15 15
  195 50 50
  196 19 19
  197 16 16
  198 6 6
  199 5 5
  200 6 6
  201 13 13
  202 6 6
  203 29 29
  204 113 113
  205 62 62
  206 19 19
  207 106 106
  208 23 23
  209 22 22
  210 14 14
  211 283 283
  212 53 53
  213 30 30
  214 15 15
  215 18 18
  216 13 13
  217 268 268
  218 70 70
  219 31 31
  220 7 7
  221 23 23
  222 6 6
  223 5 5
  224 2 2
  225 89 89
  226 18 18
  227 60 60
  228 37 37
  229 27 27
  230 32 32
  231 34 34
  232 12 12
  233 14 14
  234 5 5
  235 9 9
  236 2 2
  237 3 3
  238 1 1
  239 2 2
  240 4 4
  241 11 11
  242 8 8
  243 40 40
  244 18 18
  245 9 9
  246 11 11
  247 126 126
  248 29 29
  249 14 14
  250 2 2
  251 1 1
  252 2 2
  253 26 26
  254 8 8
  255 9 9
  256 5 5
  257 3 3
  258 2 2
  259 13 13
  260 4 4
  261 4 4
  262 3 3
  263 1 1
  265 1 1
  266 1 1
  267 4 4
  268 15 15
  269 25 25
  270 10 10
  271 5 5
  272 2 2
  273 7 7
  274 9 9
  275 6 6
  276 2 2
  277 2 2
  278 1 1
  279 1 1
  281 1 1
  282 2 2
  283 33 33
  284 14 14
  285 26 26
  286 15 15
  287 6 6
  288 2 2
  289 2 2
  290 1 1
  291 10 10
  292 3 3
  293 2 2
  294 1 1
  295 1 1
  297 3 3
  298 44 44
  299 731 731
  300 202 202
  301 106 106
  302 23 23
  303 8 8
  304 4 4
  305 15 15
  306 6 6
  307 6 6
  308 3 3
  309 3 3
  310 2 2
  311 2 2
  312 2 2
  313 14 14
  314 58 58
  315 270 270
  316 79 79
  317 43 43
  318 11 11
  319 9 9
  320 3 3
  321 2 2
  327 2 2
  328 11 11
  329 4 4
  330 4 4
  331 31 31
  332 12 12
  333 7 7
  334 2 2
  335 1 1
  337 1 1
  340 3 3
  341 31 31
  342 15 15
  343 9 9
  344 3 3
  345 1 1
  347 2 2
  348 1 1
  349 1 1
  350 1 1
