ACCESSION: KZ000022
RECORD_TITLE: D-Fructose 6-phosphate; GC-EI-TOF; MS; 6 TMS; BP:315
DATE: 2016.01.19 (Created 2009.03.11, modified 2011.05.06)
AUTHORS: Ara T, Morishita Y, Shibata D, Kazusa DNA Research Institute
LICENSE: CC BY-SA
COMMENT: MassBase peak ID: MDGC1_01461_P000111
CH$NAME: D-Fructose 6-phosphate
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C6H13O9P
CH$EXACT_MASS: 260.02972
CH$SMILES: OCC(=O)C(O)C(O)C(O)COP(O)(O)=O
CH$IUPAC: InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/t4-,5-,6-/m1/s1
CH$LINK: CAS 643-13-0
CH$LINK: KEGG C00085
CH$LINK: INCHIKEY GSXOAOHZAIYLCY-HSUXUTPPSA-N
AC$INSTRUMENT: Pegasus III TOF-MS system, Leco; GC 6890, Agilent Technologies
AC$INSTRUMENT_TYPE: GC-EI-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: COLUMN_NAME DB-17MS
AC$CHROMATOGRAPHY: RETENTION_INDEX 2296.1
AC$CHROMATOGRAPHY: RETENTION_TIME 1029.36 sec
MS$FOCUSED_ION: BASE_PEAK 315
MS$FOCUSED_ION: DERIVATIVE_TYPE 6 TMS
MS$DATA_PROCESSING: WHOLE ChromaTOF ver. 2.32 (Leco)
PK$SPLASH: splash10-0gba-1943000000-9b9bb3f9964b519fa26b
PK$NUM_PEAK: 315
PK$PEAK: m/z int. rel.int.
  82 34 34
  83 16 16
  84 251 251
  85 58 58
  86 25 25
  87 48 48
  88 41 41
  89 494 494
  90 48 48
  91 35 35
  92 7 7
  93 9 9
  94 12 12
  95 6 6
  96 12 12
  97 8 8
  98 26 26
  99 54 54
  100 82 82
  101 324 324
  102 62 62
  103 729 729
  104 78 78
  105 82 82
  106 17 17
  107 20 20
  108 5 5
  109 10 10
  110 6 6
  111 19 19
  112 10 10
  113 57 57
  114 162 162
  115 90 90
  116 125 125
  117 207 207
  118 30 30
  119 71 71
  120 10 10
  121 26 26
  122 4 4
  123 11 11
  124 8 8
  125 7 7
  126 34 34
  127 29 29
  128 28 28
  129 626 626
  130 99 99
  131 169 169
  132 29 29
  133 505 505
  134 69 69
  135 101 101
  136 13 13
  137 38 38
  138 12 12
  139 8 8
  140 12 12
  141 13 13
  142 52 52
  143 52 52
  144 14 14
  145 21 21
  146 10 10
  147 928 928
  148 150 150
  149 121 121
  150 17 17
  151 43 43
  152 12 12
  153 11 11
  154 10 10
  155 9 9
  156 21 21
  157 73 73
  158 25 25
  159 29 29
  160 7 7
  161 10 10
  162 3 3
  163 45 45
  164 9 9
  165 15 15
  166 7 7
  167 13 13
  168 19 19
  169 8 8
  170 10 10
  171 7 7
  172 54 54
  173 55 55
  174 19 19
  175 13 13
  176 4 4
  177 16 16
