ACCESSION: KZ000118
RECORD_TITLE: D-(-)-Ribose; GC-EI-TOF; MS; 4 TMS; BP:73
DATE: 2016.01.19 (Created 2009.03.11, modified 2011.05.06)
AUTHORS: Ara T, Morishita Y, Shibata D, Kazusa DNA Research Institute
LICENSE: CC BY-SA
COMMENT: MassBase peak ID: MDGC1_04896_P000007
CH$NAME: D-(-)-Ribose
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C5H10O5
CH$EXACT_MASS: 150.05282
CH$SMILES: OC[C@@H](O1)[C@@H](O)[C@@H](O)C(O)1
CH$IUPAC: InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4-,5?/m1/s1
CH$LINK: CAS 50-69-1
CH$LINK: KEGG C00121
CH$LINK: INCHIKEY HMFHBZSHGGEWLO-SOOFDHNKSA-N
AC$INSTRUMENT: Pegasus III TOF-MS system, Leco; GC 6890, Agilent Technologies
AC$INSTRUMENT_TYPE: GC-EI-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: COLUMN_NAME DB-17MS
AC$CHROMATOGRAPHY: RETENTION_INDEX 0.0000
AC$CHROMATOGRAPHY: RETENTION_TIME 1300.22 sec
MS$FOCUSED_ION: BASE_PEAK 73
MS$FOCUSED_ION: DERIVATIVE_TYPE 4 TMS
MS$DATA_PROCESSING: WHOLE ChromaTOF ver. 2.32 (Leco)
PK$SPLASH: splash10-0fk9-9831000000-d0b33cef6c46219ea9a8
PK$NUM_PEAK: 161
PK$PEAK: m/z int. rel.int.
  39 2 2
  40 1 1
  41 10 10
  42 3 3
  43 23 23
  44 20 20
  45 118 118
  46 7 7
  47 8 8
  53 2 2
  54 4 4
  55 8 8
  56 1 1
  57 4 4
  58 8 8
  59 50 50
  60 4 4
  61 5 5
  66 1 1
  67 1 1
  68 1 1
  69 1 1
  70 5 5
  71 4 4
  72 23 23
  73 999 999
  74 80 80
  75 49 49
  76 2 2
  82 3 3
  84 2 2
  85 3 3
  86 5 5
  87 4 4
  88 2 2
  89 33 33
  90 2 2
  91 1 1
  98 1 1
  99 4 4
  100 22 22
  101 21 21
  102 12 12
  103 592 592
  104 56 56
  105 33 33
  106 2 2
  112 2 2
  113 4 4
  114 12 12
  115 7 7
  116 5 5
  117 39 39
  118 4 4
  119 6 6
  126 2 2
  127 3 3
  128 3 3
  129 35 35
  130 9 9
  131 18 18
  132 4 4
  133 51 51
  134 7 7
  135 4 4
  140 1 1
  141 1 1
  142 5 5
  143 11 11
  144 2 2
  145 11 11
  146 2 2
  147 192 192
  148 31 31
  149 19 19
  150 2 2
  151 1 1
  156 1 1
  157 2 2
  158 6 6
  159 2 2
  160 45 45
  161 11 11
  162 2 2
  163 8 8
  164 1 1
  168 3 3
  169 1 1
  170 1 1
  172 2 2
  173 3 3
  174 7 7
  175 5 5
  176 1 1
  177 1 1
  189 69 69
  190 13 13
  191 18 18
  192 3 3
  193 1 1
  198 2 2
  200 2 2
  201 3 3
  202 1 1
  203 2 2
  204 14 14
  205 22 22
  206 5 5
  207 4 4
  215 1 1
  216 9 9
  217 330 330
  218 70 70
  219 30 30
  220 3 3
  221 6 6
  222 1 1
  228 1 1
  230 1 1
  231 5 5
  232 3 3
  233 24 24
  234 8 8
  235 2 2
  242 2 2
  243 1 1
  244 1 1
  246 1 1
  248 2 2
  256 2 2
  257 2 2
  258 1 1
  262 8 8
  263 2 2
  264 1 1
  272 1 1
  274 4 4
  275 1 1
  277 26 26
  278 11 11
  279 5 5
  280 1 1
  288 1 1
  291 2 2
  305 1 1
  306 1 1
  307 156 156
  308 48 48
  309 24 24
  310 4 4
  311 1 1
  316 1 1
  319 1 1
  330 1 1
  331 2 2
  332 1 1
  362 3 3
  363 1 1
  452 1 1
  467 2 2
  468 1 1
//
