ACCESSION: PR010188
RECORD_TITLE: Maltose; GC-EI-TOF; MS; 8 TMS; BP:73
DATE: 2016.01.19 (Created 2006.12.21, modified 2011.05.06)
AUTHORS: Kusano M, Fukushima A, Plant Science Center, RIKEN.
LICENSE: CC BY-SA
CH$NAME: Maltose
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C12H22O11
CH$EXACT_MASS: 342.11621
CH$SMILES: OCC(O1)C(O)C(O)C(O)C1OC(C(CO)2)C(O)C(O)C(O)O2
CH$IUPAC: InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12-/m1/s1
CH$LINK: CAS 6363-53-7
CH$LINK: NIKKAJI J257.354G
CH$LINK: INCHIKEY GUBGYTABKSRVRQ-QUYVBRFLSA-N
CH$LINK: COMPTOX DTXSID1023233
AC$INSTRUMENT: Pegasus III TOF-MS system, Leco; GC 6890, Agilent Technologies
AC$INSTRUMENT_TYPE: GC-EI-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: RETENTION_INDEX 2747.3
AC$CHROMATOGRAPHY: RETENTION_TIME 644.713 sec
MS$FOCUSED_ION: BASE_PEAK 73
MS$FOCUSED_ION: DERIVATIVE_FORM C36H86O11Si8
MS$FOCUSED_ION: DERIVATIVE_MASS 918.43243
MS$FOCUSED_ION: DERIVATIVE_TYPE 8 TMS
MS$DATA_PROCESSING: WHOLE ChromaTOF ver. 2.32 (Leco)
PK$SPLASH: splash10-00di-9631000000-a2c6a5f10891a7df7d26
PK$NUM_PEAK: 182
PK$PEAK: m/z int. rel.int.
  60 4 4
  61 6 6
  65 1 1
  66 6 6
  67 4 4
  69 9 9
  70 3 3
  71 4 4
  72 12 12
  73 999 999
  74 88 88
  75 62 62
  76 4 4
  77 5 5
  81 10 10
  82 2 2
  83 3 3
  84 2 2
  85 4 4
  86 2 2
  87 5 5
  88 2 2
  89 46 46
  90 4 4
  91 2 2
  95 1 1
  97 5 5
  98 1 1
  99 4 4
  100 12 12
  101 15 15
  102 8 8
  103 159 159
  104 15 15
  105 14 14
  106 2 2
  109 4 4
  110 1 1
  111 4 4
  112 1 1
  113 6 6
  114 3 3
  115 5 5
  116 7 7
  117 73 73
  118 8 8
  119 7 7
  120 1 1
  125 1 1
  126 1 1
  127 4 4
  128 2 2
  129 78 78
  130 11 11
  131 19 19
  132 3 3
  133 39 39
  134 5 5
  135 3 3
  139 1 1
  141 3 3
  142 3 3
  143 14 14
  144 2 2
  145 4 4
  146 1 1
  147 186 186
  148 30 30
  149 21 21
  150 2 2
  151 1 1
  153 2 2
  154 1 1
  155 10 10
  156 2 2
  157 12 12
  158 2 2
  159 4 4
  160 25 25
  161 6 6
  162 2 2
  163 6 6
  164 1 1
  167 1 1
  168 1 1
  169 41 41
  170 6 6
  171 4 4
  172 2 2
  173 5 5
  174 2 2
  175 3 3
  176 1 1
  177 3 3
  178 1 1
  181 1 1
  183 2 2
  185 1 1
  186 1 1
  187 1 1
  189 19 19
  190 4 4
  191 28 28
  192 4 4
  193 2 2
  195 1 1
  196 1 1
  199 1 1
  200 1 1
  201 2 2
  202 1 1
  203 7 7
  204 131 131
  205 58 58
  206 18 18
  207 7 7
  208 1 1
  210 1 1
  215 3 3
  216 1 1
  217 80 80
  218 19 19
  219 10 10
  220 1 1
  221 6 6
  222 1 1
  223 1 1
  227 1 1
  229 6 6
  230 3 3
  231 9 9
  232 3 3
  233 8 8
  234 2 2
  235 3 3
  241 1 1
  242 1 1
  243 17 17
  244 5 5
  245 5 5
  246 2 2
  247 2 2
  248 1 1
  257 2 2
  258 1 1
  259 3 3
  260 1 1
  265 1 1
  268 1 1
  269 1 1
  270 1 1
  271 16 16
  272 4 4
  273 4 4
  274 1 1
  275 1 1
  291 2 2
  300 3 3
  301 1 1
  304 1 1
  305 3 3
  306 1 1
  307 1 1
  317 1 1
  318 1 1
  319 16 16
  320 5 5
  321 2 2
  331 4 4
  332 2 2
  333 1 1
  345 1 1
  360 8 8
  361 86 86
  362 30 30
  363 14 14
  364 3 3
  365 1 1
  390 1 1
  451 2 2
  598 1 1
  599 1 1
//
