ACCESSION: PR010129
RECORD_TITLE: Sinapic acid; GC-EI-TOF; MS; 2 TMS; BP:73
DATE: 2016.01.19 (Created 2006.12.21, modified 2011.05.06)
AUTHORS: Kusano M, Fukushima A, Plant Science Center, RIKEN.
LICENSE: CC BY-SA
CH$NAME: Sinapic acid
CH$NAME: 3,5-dimethoxy-4-hydroxycinnamic acid
CH$NAME: 3-(4-hydroxy-3,5-dimethoxy-phenyl)prop-2-enoic acid
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C11H12O5
CH$EXACT_MASS: 224.06847
CH$SMILES: COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O
CH$IUPAC: InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/b4-3+
CH$LINK: CAS 530-59-6
CH$LINK: CHEBI 15714
CH$LINK: CHEMSPIDER 553361
CH$LINK: COMPTOX DTXSID40862129
CH$LINK: INCHIKEY PCMORTLOPMLEFB-ONEGZZNKSA-N
CH$LINK: KAPPAVIEW KPC00975
CH$LINK: KEGG C00482
CH$LINK: KNAPSACK C00002776
CH$LINK: NIKKAJI J11.713G
CH$LINK: PUBCHEM CID:637775
AC$INSTRUMENT: Pegasus III TOF-MS system, Leco; GC 6890, Agilent Technologies
AC$INSTRUMENT_TYPE: GC-EI-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: RETENTION_INDEX 2051
AC$CHROMATOGRAPHY: RETENTION_TIME 486.654 sec
MS$FOCUSED_ION: BASE_PEAK 73
MS$FOCUSED_ION: DERIVATIVE_FORM C17H28O5Si2
MS$FOCUSED_ION: DERIVATIVE_MASS 368.14753
MS$FOCUSED_ION: DERIVATIVE_TYPE 2 TMS
MS$DATA_PROCESSING: WHOLE ChromaTOF ver. 2.32 (Leco)
PK$SPLASH: splash10-00di-9535000000-dc1aa60962d61ce2d9bb
PK$NUM_PEAK: 263
PK$PEAK: m/z int. rel.int.
  60 19 19
  61 42 42
  62 11 11
  63 31 31
  64 15 15
  65 16 16
  66 9 9
  67 7 7
  69 6 6
  70 8 8
  71 8 8
  72 24 24
  73 999 999
  74 100 100
  75 281 281
  76 54 54
  77 88 88
  78 15 15
  79 27 27
  80 4 4
  81 7 7
  82 2 2
  83 22 22
  84 5 5
  85 9 9
