ACCESSION: LQB00774
RECORD_TITLE: TG 56:7; LC-ESI-QTOF; MS2
DATE: 2016.10.03
AUTHORS: Kazutaka Ikeda, Hiroshi Tsugawa, Makoto Arita, RIKEN Center for Integrative Medical Sciences, Japan
LICENSE: CC-BY
COPYRIGHT: Copyright(C) 2017 RIKEN IMS
COMMENT:  Found in mouse muscle; TwoDicalId=43; MgfFile=160824_Muscle_DHA_Pos_15; MgfId=2862
CH$NAME: TG 56:7
CH$COMPOUND_CLASS:  TAG
CH$FORMULA: C59H100O6
CH$EXACT_MASS: 905.443
CH$SMILES: CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/CCCCCC
CH$IUPAC: InChI=1S/C59H100O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7,10,16,19-20,23,25,27,29-30,34,37,43,46,56H,4-6,8-9,11-15,17-18,21-22,24,26,28,31-33,35-36,38-42,44-45,47-55H2,1-3H3/b10-7-,19-16-,23-20-,27-25-,30-29-,37-34-,46-43-
CH$LINK: INCHIKEY DNTWVXNMAFTXDU-KSLGMIIPNA-N
AC$INSTRUMENT: AB Sciex TripleTOF 5600+ system (Q-TOF) equipped with a DuoSpray ion source
AC$INSTRUMENT_TYPE: LC-ESI-QTOF
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 45V
AC$CHROMATOGRAPHY: COLUMN_NAME Acquity UPLC Peptide BEH C18 column (50*2.1 mm; 1.7 um; 130A)(Waters Co.,Milford, MA, USA)
AC$CHROMATOGRAPHY: COLUMN_TEMPETURE 45 C
AC$CHROMATOGRAPHY: FLOW_GRADIENT 0 min 0% B; 1 min 0% B; 5 min 40% B; 7.5 min 64% B; 12.0 min 64% B; 12.5 min 82.5% B, 19 min 85% B; 20 min 95% B; 20.1 min 0% B; 25 min 0% B.
AC$CHROMATOGRAPHY: FLOW_RATE 0.3 mL/min
AC$CHROMATOGRAPHY: RETENTION_TIME 14.38783
AC$CHROMATOGRAPHY: SOLVENT A 1:1:3 acetonitrile:methanol:water (v/v/v) with 5 mM ammonium acetate and 10 nM EDTA.
AC$CHROMATOGRAPHY: SOLVENT B 100% isopropanol with 5 mM ammonium acetate and 10 nM EDTA.
MS$FOCUSED_ION: PRECURSOR_TYPE [M+NH4]+
MS$FOCUSED_ION: PRECURSOR_M/Z 922.7815
MS$FOCUSED_ION: INTENSITY 26868
PK$SPLASH: splash10-004i-0221094002-23ff667cf814bef95575
PK$NUM_PEAK: 229
PK$PEAK: m/z int. rel.int.
  71.084	713	4
  77.038	276	1
  79.053	1031	6
  81.068	2478	16
  83.085	1907	12
  85.101	796	5
  91.053	754	4
  93.069	1396	9
  95.084	3004	19
  97.101	1153	7
  99.112	203	1
  105.069	755	4
  107.084	952	6
  109.099	2096	13
  111.117	704	4
  117.069	884	5
  119.084	1027	6
  121.1	1806	11
  123.116	1198	7
  125.129	265	1
  129.067	602	3
  131.083	1269	8
  133.101	1058	6
  135.079	266	1
  135.117	1635	10
  137.132	489	3
  141.067	266	1
  143.083	437	2
  145.099	1000	6
  147.114	592	3
  149.096	257	1
  149.128	703	4
  151.145	398	2
  155.084	696	4
  157.1	890	5
  159.113	979	6
  161.092	214	1
  161.131	1009	6
  163.147	653	4
  165.165	508	3
  167.084	318	2
  169.099	938	6
  171.117	1892	12
  173.131	1428	9
  175.11	438	2
  175.147	887	5
  175.158	257	1
  177.161	305	2
  179.179	203	1
  181.1	764	5
  183.116	1222	8
  185.131	1489	9
  187.103	224	1
  187.113	336	2
  187.15	938	6
  189.126	643	4
  189.159	223	1
  195.117	735	4
  197.131	1163	7
  199.108	224	1
  199.147	1571	10
  201.125	776	5
  201.162	2394	15
  203.142	337	2
  203.178	410	2
  209.132	1021	6
  211.146	1469	9
  213.162	1784	11
  215.141	336	2
  215.179	1608	10
  223.147	1560	10
  225.162	1038	6
  227.146	461	3
  227.179	3236	21
  229.16	560	3
  231.174	204	1
  237.164	997	6
  239.178	634	4
  239.236	4511	29
  241.157	897	5
  241.196	247	1
  243.171	295	1
  247.24	1632	10
  251.178	847	5
  253.194	369	2
  255.169	430	2
  255.183	267	1
  265.196	798	5
  265.252	5313	34
  267.211	662	4
  269.191	194	1
  269.223	1480	9
  271.172	83	0
  277.196	130	0
  282.278	91	0
  283.205	346	2
  283.241	1102	7
  285.226	80	0
  291.211	296	1
  293.226	7786	51
  294.234	141	0
  295.236	152	1
  295.263	71	0
  297.28	119	0
  303.208	70	0
  307.197	80	0
  309.212	185	1
  309.224	227	1
  311.236	11146	73
  311.28	73	0
  312.237	164	1
  313.222	84	0
  313.272	6425	42
  314.27	115	0
  319.266	73	0
  321.264	96	0
  321.281	245	1
  325.225	121	0
  327.23	90	0
  331.239	70	0
  337.273	101	0
  339.29	6283	41
  340.287	85	0
  341.305	121	0
  349.249	80	0
  355.279	111	0
  367.26	1178	7
  367.278	950	6
  368.268	70	0
  383.24	122	0
  383.26	461	3
  385.269	204	1
  385.295	90	0
  393.295	397	2
  393.315	162	1
  409.328	80	0
  433.332	83	0
  447.346	91	0
  453.389	110	0
  463.383	115	0
  465.398	123	0
  473.397	111	0
  487.38	112	0
  499.38	171	1
  503.491	101	0
  513.398	130	0
  515.421	132	0
  527.406	122	0
  531.453	202	1
  539.456	101	0
  549.451	217	1
  549.487	113	0
  551.496	1528	10
  551.528	307	2
  552.468	187	1
  552.505	2036	13
  552.534	232	1
  552.559	94	0
  557.464	357	2
