ACCESSION: LQB00802
RECORD_TITLE: TG 56:7; LC-ESI-QTOF; MS2
DATE: 2016.10.03
AUTHORS: Kazutaka Ikeda, Hiroshi Tsugawa, Makoto Arita, RIKEN Center for Integrative Medical Sciences, Japan
LICENSE: CC-BY
COPYRIGHT: Copyright(C) 2017 RIKEN IMS
COMMENT:  Found in mouse spleen; TwoDicalId=114; MgfFile=160729_spleen_AA_18_Pos; MgfId=3003
CH$NAME: TG 56:7
CH$COMPOUND_CLASS:  TAG
CH$FORMULA: C59H100O6
CH$EXACT_MASS: 905.443
CH$SMILES: CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCC\C=C/C=C\CCCCC
CH$IUPAC: InChI=1S/C59H100O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,23,25-27,29-30,34,37,56H,4-6,8-9,11-15,18,21-22,24,28,31-33,35-36,38-55H2,1-3H3/b10-7-,19-16-,20-17-,26-23-,27-25-,30-29-,37-34-
CH$LINK: INCHIKEY XMOVFJSTNHXWAS-HOKMPFPQNA-N
AC$INSTRUMENT: AB Sciex TripleTOF 5600+ system (Q-TOF) equipped with a DuoSpray ion source
AC$INSTRUMENT_TYPE: LC-ESI-QTOF
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 45V
AC$CHROMATOGRAPHY: COLUMN_NAME Acquity UPLC Peptide BEH C18 column (50*2.1 mm; 1.7 um; 130A)(Waters Co.,Milford, MA, USA)
AC$CHROMATOGRAPHY: COLUMN_TEMPETURE 45 C
AC$CHROMATOGRAPHY: FLOW_GRADIENT 0 min 0% B; 1 min 0% B; 5 min 40% B; 7.5 min 64% B; 12.0 min 64% B; 12.5 min 82.5% B, 19 min 85% B; 20 min 95% B; 20.1 min 0% B; 25 min 0% B.
AC$CHROMATOGRAPHY: FLOW_RATE 0.3 mL/min
AC$CHROMATOGRAPHY: RETENTION_TIME 14.2488
AC$CHROMATOGRAPHY: SOLVENT A 1:1:3 acetonitrile:methanol:water (v/v/v) with 5 mM ammonium acetate and 10 nM EDTA.
AC$CHROMATOGRAPHY: SOLVENT B 100% isopropanol with 5 mM ammonium acetate and 10 nM EDTA.
MS$FOCUSED_ION: PRECURSOR_TYPE [M+NH4]+
MS$FOCUSED_ION: PRECURSOR_M/Z 922.7845
MS$FOCUSED_ION: INTENSITY 8894
PK$SPLASH: splash10-0udi-0121009002-72fa762859f122355c9b
PK$NUM_PEAK: 100
PK$PEAK: m/z int. rel.int.
  77.037	85	8
  79.054	125	13
  81.071	295	31
  83.085	101	10
  91.054	140	14
  93.07	142	14
  95.085	286	30
  105.069	202	21
  107.084	90	9
  109.099	143	15
  119.084	193	20
  121.1	194	20
  131.084	131	13
  133.097	183	19
  147.119	121	12
  149.135	89	9
  157.099	91	9
  159.116	131	13
  161.137	151	15
  163.146	132	13
  171.114	182	19
  173.131	121	12
  175.148	151	15
  177.164	100	10
  185.134	132	13
  187.147	102	10
  189.167	141	14
  191.178	103	10
  199.149	130	13
  201.158	142	14
  203.178	938	98
  213.161	111	11
  227.177	80	8
  245.228	143	15
  259.209	80	8
  259.245	101	10
  263.237	233	24
  265.249	335	35
  269.227	806	85
  271.246	43	4
  285.216	50	5
  285.231	71	7
  287.231	674	71
  287.243	521	54
  297.265	41	4
  311.25	56	5
  313.242	40	4
  313.276	101	10
  314.278	80	8
  315.27	50	5
  319.274	53	5
  335.263	50	5
  337.273	839	88
  339.288	1154	121
  343.264	70	7
  361.271	60	6
  391.285	60	6
  461.353	43	4
  549.464	90	9
  573.491	223	23
  575.485	193	20
  575.507	213	22
  575.543	60	6
  577.511	80	8
  599.499	153	16
  599.527	91	9
  600.51	130	13
  601.518	9481	999
  601.543	1840	194
  603.525	124	13
  623.502	2157	227
  623.523	512	54
  623.544	174	18
  625.485	176	18
  625.514	1827	192
  625.538	475	50
  627.541	83	8
  641.507	100	10
  648.499	70	7
  649.512	133	14
  649.531	153	16
  651.533	101	10
  711.59	20	2
  793.627	30	3
  821.719	20	2
  840.695	43	4
  851.698	30	3
  853.717	20	2
  887.727	111	11
  887.762	111	11
  905.757	950	100
  905.788	143	15
  922.522	123	12
  922.65	33	3
  922.737	207	21
  922.761	1045	110
  922.793	1598	168
  922.818	618	65
  922.857	71	7
  923.183	20	2
//
