ACCESSION: LQB00764
RECORD_TITLE: TG 56:5; LC-ESI-QTOF; MS2
DATE: 2016.10.03
AUTHORS: Kazutaka Ikeda, Hiroshi Tsugawa, Makoto Arita, RIKEN Center for Integrative Medical Sciences, Japan
LICENSE: CC-BY
COPYRIGHT: Copyright(C) 2017 RIKEN IMS
COMMENT:  Found in mouse plasma; TwoDicalId=339; MgfFile=160819_Plasma_AA_Pos_17; MgfId=2803
CH$NAME: TG 56:5
CH$COMPOUND_CLASS:  TAG
CH$FORMULA: C59H104O6
CH$EXACT_MASS: 909.475
CH$SMILES: CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/CCCCCC
CH$IUPAC: InChI=1S/C59H104O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-32-34-37-40-43-46-49-52-58(61)64-55-56(54-63-57(60)51-48-45-42-39-36-33-24-21-18-15-12-9-6-3)65-59(62)53-50-47-44-41-38-35-31-26-23-20-17-14-11-8-5-2/h7,10,16,19-20,23,25,27,29-30,56H,4-6,8-9,11-15,17-18,21-22,24,26,28,31-55H2,1-3H3/b10-7-,19-16-,23-20-,27-25-,30-29-
CH$LINK: INCHIKEY GRYJGGGFEFFLGH-JAZNFRFKNA-N
AC$INSTRUMENT: AB Sciex TripleTOF 5600+ system (Q-TOF) equipped with a DuoSpray ion source
AC$INSTRUMENT_TYPE: LC-ESI-QTOF
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: COLLISION_ENERGY 45V
AC$CHROMATOGRAPHY: COLUMN_NAME Acquity UPLC Peptide BEH C18 column (50*2.1 mm; 1.7 um; 130A)(Waters Co.,Milford, MA, USA)
AC$CHROMATOGRAPHY: COLUMN_TEMPETURE 45 C
AC$CHROMATOGRAPHY: FLOW_GRADIENT 0 min 0% B; 1 min 0% B; 5 min 40% B; 7.5 min 64% B; 12.0 min 64% B; 12.5 min 82.5% B, 19 min 85% B; 20 min 95% B; 20.1 min 0% B; 25 min 0% B.
AC$CHROMATOGRAPHY: FLOW_RATE 0.3 mL/min
AC$CHROMATOGRAPHY: RETENTION_TIME 14.74373
AC$CHROMATOGRAPHY: SOLVENT A 1:1:3 acetonitrile:methanol:water (v/v/v) with 5 mM ammonium acetate and 10 nM EDTA.
AC$CHROMATOGRAPHY: SOLVENT B 100% isopropanol with 5 mM ammonium acetate and 10 nM EDTA.
MS$FOCUSED_ION: PRECURSOR_TYPE [M+NH4]+
MS$FOCUSED_ION: PRECURSOR_M/Z 926.8147
MS$FOCUSED_ION: INTENSITY 2578
PK$SPLASH: splash10-004i-0122079004-ada2faecf42ca3ecc8e6
PK$NUM_PEAK: 101
PK$PEAK: m/z int. rel.int.
  81.07	264	24
  83.084	142	13
  91.053	142	13
  93.07	120	11
  95.084	327	30
  97.1	132	12
  105.07	120	11
  109.098	175	16
  119.086	121	11
  121.102	111	10
  123.118	152	14
  131.084	102	9
  135.119	132	12
  163.149	131	12
  171.116	101	9
  173.134	111	10
  175.147	142	13
  177.163	121	11
  185.131	111	10
  186.996	297	27
  187.147	101	9
  189.165	154	14
  201.162	101	9
  203.179	407	37
  205.195	116	10
  213.168	111	10
  215.177	142	13
  217.195	469	43
  239.239	255	23
  247.238	140	13
  265.253	499	46
  269.0	399	37
  273.248	50	4
  287.237	80	7
  287.273	70	6
  297.24	142	13
  297.257	643	60
  313.274	745	69
  314.288	45	4
  315.267	1580	147
  315.303	60	5
  321.279	50	4
  331.261	50	4
  337.278	60	5
  339.284	459	42
  339.299	377	35
  367.301	60	5
  371.297	409	38
  387.295	133	12
  389.299	110	10
  433.009	43	4
  489.39	70	6
  515.012	61	5
  553.493	110	10
  561.502	60	5
  575.504	143	13
  577.516	10715	999
  578.5	108	10
  578.52	275	25
  578.546	81	7
  579.501	90	8
  581.554	80	7
  597.494	120	11
  599.504	143	13
  601.529	90	8
  603.523	142	13
  603.556	174	16
  605.539	131	12
  605.569	275	25
  625.508	194	18
  625.533	144	13
  627.533	5887	549
  628.521	83	7
  628.553	153	14
  629.53	112	10
  629.551	265	24
  631.565	153	14
  643.538	73	6
  645.546	113	10
  653.55	6997	653
  654.547	155	14
  654.567	143	13
  671.578	55	5
  680.927	30	2
  779.68	20	1
  825.689	35	3
  856.758	20	1
  891.759	132	12
  891.776	234	21
  891.822	124	11
  909.71	40	3
  909.775	1642	153
  909.805	1060	98
  909.86	61	5
  910.75	50	4
  910.81	110	10
  926.667	65	6
  926.748	144	13
  926.814	4277	399
  926.856	624	58
  927.81	223	20
//
